# GX (Channel Output Probability) Table
# Parameters: Pi=0.004000 Pd=0.004000 Ps=0.004000 Pt=0.992000
# Nu=6 Q=18 Nu2min=3 Nu2max=9
# Format: ly binary(y) xi probability
ly	binary(y)	xi	probability
5	10100	2	1.839709683207e-07
5	10100	3	5.057880125819e-10
5	10100	4	1.524868960899e-05
5	10100	5	1.531066806152e-05
5	10100	6	6.248325294413e-08
5	10100	7	1.859423390968e-07
5	10100	8	1.531116489680e-05
5	10100	9	1.229811599395e-07
5	10100	10	3.055786517733e-05
5	10100	11	3.068132426348e-05
5	10100	12	3.796738030150e-03
5	10100	13	3.796922969870e-03
5	10100	14	7.578289344193e-03
5	10100	15	1.859462815818e-07
5	10100	16	4.323666349917e-07
5	10100	17	7.548039892724e-03
5	10101	0	3.031390606853e-05
5	10101	1	3.043538980940e-05
5	10101	2	6.149162177634e-08
5	10101	3	6.445459166799e-08
5	10101	4	3.781490829027e-03
5	10101	5	6.247927047390e-08
5	10101	6	1.859383325389e-07
5	10101	7	6.247927047390e-08
5	10101	8	6.149162177634e-08
5	10101	9	3.043835277929e-05
5	10101	10	7.562919178784e-03
5	10101	11	1.859383325389e-07
5	10101	12	7.562919178784e-03
5	10101	13	3.781490829027e-03
5	10101	14	3.043538980940e-05
5	10101	15	3.043835277929e-05
5	10101	16	6.445459166799e-08
5	10101	17	3.031390606853e-05
5	10110	0	6.223334389248e-08
5	10110	1	1.518794477567e-05
5	10110	2	4.556234077416e-05
5	10110	3	6.198740944243e-08
5	10110	4	1.239599120673e-07
5	10110	5	3.781614288113e-03
5	10110	6	7.497514207800e-10
5	10110	7	2.476678916092e-07
5	10110	8	1.859443064612e-07
5	10110	9	1.844627733402e-07
5	10110	10	1.543313547237e-05
5	10110	11	7.578289835002e-03
5	10110	12	1.537140594536e-05
5	10110	13	3.796984695414e-03
5	10110	14	7.563164123595e-03
5	10110	15	7.527261618753e-10
5	10110	16	3.062107125917e-05
5	10110	17	3.068230894128e-05
5	10111	0	1.543412715162e-05
5	10111	1	1.531042413827e-05
5	10111	2	1.531042413024e-05
5	10111	3	1.543461602569e-05
5	10111	4	1.531091301234e-05
5	10111	5	1.531091300431e-05
5	10111	6	1.492505065519e-09
5	10111	7	1.492497036312e-09
5	10111	8	9.956897889542e-10
5	10111	9	4.593049178240e-05
5	10111	10	4.580678876905e-05
5	10111	11	4.580678876103e-05
5	10111	12	3.049736826178e-05
5	10111	13	3.049736825375e-05
5	10111	14	3.049687144650e-05
5	10111	15	1.237219265001e-07
5	10111	16	1.237219184709e-07
5	10111	17	1.232251112235e-07
5	11000	0	4.958796492644e-10
5	11000	1	7.457806881574e-10
5	11000	2	7.457887173639e-10
5	11000	3	1.232211567259e-07
5	11000	4	1.234710577648e-07
5	11000	5	1.234710657940e-07
5	11000	6	1.543338738865e-05
5	11000	7	1.543338739667e-05
5	11000	8	1.567931688864e-05
5	11000	9	1.856954288407e-07
5	11000	10	1.859453298796e-07
5	11000	11	1.859453379088e-07
5	11000	12	1.549586166076e-05
5	11000	13	1.549586166879e-05
5	11000	14	1.574179116076e-05
5	11000	15	3.812294866664e-03
5	11000	16	3.812294866672e-03
5	11000	17	3.812540796164e-03
5	11001	0	1.234710457055e-07
5	11001	1	1.849516674345e-07
5	11001	2	4.022697461256e-12
5	11001	3	3.055885286988e-05
5	11001	4	1.543363329520e-05
5	11001	5	6.198545405720e-08
5	11001	6	3.796923216780e-03
5	11001	7	1.851976099938e-07
5	11001	8	6.296915609487e-08
5	11001	9	3.080527521457e-05
5	11001	10	1.561857500626e-05
5	11001	11	1.854465314853e-07
5	11001	12	3.797046677857e-03
5	11001	13	2.471780537932e-07
5	11001	14	6.346896626571e-08
5	11001	15	1.134483889672e-02
5	11001	16	3.781798245151e-03
5	11001	17	1.537338429754e-05
5	11010	0	1.219895248528e-07
5	11010	1	5.057880125819e-10
5	11010	2	1.229811599395e-07
5	11010	3	1.834731494253e-07
5	11010	4	1.524868960899e-05
5	11010	5	3.055786517733e-05
5	11010	6	6.248325294413e-08
5	11010	7	3.796738030150e-03
5	11010	8	1.859462815818e-07
5	11010	9	1.839709683207e-07
5	11010	10	1.531066806152e-05
5	11010	11	3.068132426348e-05
5	11010	12	1.859423390968e-07
5	11010	13	3.796922969870e-03
5	11010	14	4.323666349917e-07
5	11010	15	1.531116489680e-05
5	11010	16	7.578289344193e-03
5	11010	17	7.548039892724e-03
5	11011	0	3.037489884362e-05
5	11011	1	6.322203203505e-08
5	11011	2	7.497511957688e-10
5	11011	3	4.568431936689e-05
5	11011	4	1.537264255530e-05
5	11011	5	1.531017027447e-05
5	11011	6	1.537264255530e-05
5	11011	7	1.531017027447e-05
5	11011	8	7.497511957688e-10
5	11011	9	4.574679164773e-05
5	11011	10	1.543511483614e-05
5	11011	11	1.537264255530e-05
5	11011	12	1.543511483614e-05
5	11011	13	1.537264255530e-05
5	11011	14	6.322203203505e-08
5	11011	15	4.574679164773e-05
5	11011	16	4.568431936689e-05
5	11011	17	3.037489884362e-05
5	11100	0	4.958796492644e-10
5	11100	1	1.232211567259e-07
5	11100	2	1.856954288407e-07
5	11100	3	7.457806881574e-10
5	11100	4	1.234710577648e-07
5	11100	5	1.859453298796e-07
5	11100	6	1.543338738865e-05
5	11100	7	1.549586166076e-05
5	11100	8	3.812294866664e-03
5	11100	9	7.457887173639e-10
5	11100	10	1.234710657940e-07
5	11100	11	1.859453379088e-07
5	11100	12	1.543338739667e-05
5	11100	13	1.549586166879e-05
5	11100	14	3.812294866672e-03
5	11100	15	1.567931688864e-05
5	11100	16	1.574179116076e-05
5	11100	17	3.812540796164e-03
5	11101	0	1.232251112235e-07
5	11101	1	3.049687144650e-05
5	11101	2	9.956897889542e-10
5	11101	3	1.237219184709e-07
5	11101	4	3.049736825375e-05
5	11101	5	1.492497036312e-09
5	11101	6	4.580678876103e-05
5	11101	7	1.531091300431e-05
5	11101	8	1.531042413024e-05
5	11101	9	1.237219265001e-07
5	11101	10	3.049736826178e-05
5	11101	11	1.492505065519e-09
5	11101	12	4.580678876905e-05
5	11101	13	1.531091301234e-05
5	11101	14	1.531042413827e-05
5	11101	15	4.593049178240e-05
5	11101	16	1.543461602569e-05
5	11101	17	1.543412715162e-05
5	11110	0	7.448009809572e-10
5	11110	1	6.247929427208e-08
5	11110	2	3.062082733985e-05
5	11110	3	7.448010131385e-10
5	11110	4	6.247929430427e-08
5	11110	5	3.062082733989e-05
5	11110	6	6.297412628647e-08
5	11110	7	3.062132217187e-05
5	11110	8	4.593172837649e-05
5	11110	9	7.448010131385e-10
5	11110	10	6.247929430427e-08
5	11110	11	3.062082733989e-05
5	11110	12	6.297412628647e-08
5	11110	13	3.062132217187e-05
5	11110	14	4.593172837649e-05
5	11110	15	6.297512992123e-08
5	11110	16	3.062132317550e-05
5	11110	17	4.593172938012e-05
5	11111	0	1.852065387610e-07
5	11111	1	1.852065387610e-07
5	11111	2	1.852065387610e-07
5	11111	3	1.852065387610e-07
5	11111	4	1.852065387610e-07
5	11111	5	1.852065387610e-07
5	11111	6	1.852065387610e-07
5	11111	7	1.852065387610e-07
5	11111	8	1.852065387610e-07
5	11111	9	1.852065387610e-07
5	11111	10	1.852065387610e-07
5	11111	11	1.852065387610e-07
5	11111	12	1.852065387610e-07
5	11111	13	1.852065387610e-07
5	11111	14	1.852065387610e-07
5	11111	15	1.852065387610e-07
5	11111	16	1.852065387610e-07
5	11111	17	1.852065387610e-07
6	000000	0	6.247627170691e-08
6	000000	1	6.247627170691e-08
6	000000	2	6.247627170691e-08
6	000000	3	6.247627170691e-08
6	000000	4	6.247627170691e-08
6	000000	5	6.247627170691e-08
6	000000	6	6.247627170691e-08
6	000000	7	6.247627170691e-08
6	000000	8	6.247627170691e-08
6	000000	9	6.247627170691e-08
6	000000	10	6.247627170691e-08
6	000000	11	6.247627170691e-08
6	000000	12	6.247627170691e-08
6	000000	13	6.247627170691e-08
6	000000	14	6.247627170691e-08
6	000000	15	6.247627170691e-08
6	000000	16	6.247627170691e-08
6	000000	17	6.247627170691e-08
6	000001	0	1.555584990491e-05
6	000001	1	1.537238178569e-05
6	000001	2	7.447769741349e-10
6	000001	3	1.555584990490e-05
6	000001	4	1.537238178568e-05
6	000001	5	7.447769580762e-10
6	000001	6	1.537238078211e-05
6	000001	7	7.437733873010e-10
6	000001	8	2.509087696970e-10
6	000001	9	1.555584990490e-05
6	000001	10	1.537238178568e-05
6	000001	11	7.447769580762e-10
6	000001	12	1.537238078211e-05
6	000001	13	7.437733873010e-10
6	000001	14	2.509087696970e-10
6	000001	15	1.537238078211e-05
6	000001	16	7.437733873007e-10
6	000001	17	2.509087696968e-10
6	000010	0	1.518965544836e-05
6	000010	1	1.237130215478e-07
6	000010	2	1.537238078211e-05
6	000010	3	1.518940555132e-05
6	000010	4	1.234631245077e-07
6	000010	5	1.537213088507e-05
6	000010	6	7.447929041448e-10
6	000010	7	1.524941255346e-05
6	000010	8	7.447531746011e-10
6	000010	9	1.518940555132e-05
6	000010	10	1.234631245077e-07
6	000010	11	1.537213088507e-05
6	000010	12	7.447929041448e-10
6	000010	13	1.524941255346e-05
6	000010	14	7.447531746011e-10
6	000010	15	7.447769741349e-10
6	000010	16	1.524941253753e-05
6	000010	17	7.447372445912e-10
6	000011	0	3.782162476110e-03
6	000011	1	3.079268019962e-07
6	000011	2	1.847096638571e-07
6	000011	3	3.782161979299e-03
6	000011	4	3.074299907664e-07
6	000011	5	1.842128526274e-07
6	000011	6	1.847096718701e-07
6	000011	7	6.149253373103e-08
6	000011	8	3.002924257543e-12
6	000011	9	3.782161979299e-03
6	000011	10	3.074299907664e-07
6	000011	11	1.842128526274e-07
6	000011	12	1.847096718701e-07
6	000011	13	6.149253373103e-08
6	000011	14	3.002924257543e-12
6	000011	15	1.847096638571e-07
6	000011	16	6.149252571808e-08
6	000011	17	2.994911302434e-12
6	000100	0	2.451996935762e-07
6	000100	1	1.543288166032e-05
6	000100	2	1.555584990490e-05
6	000100	3	7.457567614352e-10
6	000100	4	1.518842772351e-05
6	000100	5	1.531139596808e-05
6	000100	6	6.198047570901e-08
6	000100	7	1.849487202827e-07
6	000100	8	1.518940555132e-05
6	000100	9	7.447531746011e-10
6	000100	10	1.518842671992e-05
6	000100	11	1.531139496450e-05
6	000100	12	6.197947212217e-08
6	000100	13	1.849477166959e-07
6	000100	14	1.518940454773e-05
6	000100	15	2.509087696970e-10
6	000100	16	1.232191533434e-07
6	000100	17	1.512767598438e-05
6	000101	0	6.093151153656e-05
6	000101	1	3.797041995269e-03
6	000101	2	1.847086961448e-07
6	000101	3	1.854445201831e-07
6	000101	4	3.766607601110e-03
6	000101	5	6.198739362225e-08
6	000101	6	1.844538289455e-07
6	000101	7	6.197947631156e-08
6	000101	8	6.100164066780e-08
6	000101	9	1.854405615595e-07
6	000101	10	3.766607598139e-03
6	000101	11	6.198541031190e-08
6	000101	12	1.844518456352e-07
6	000101	13	6.197848065784e-08
6	000101	14	6.100163267071e-08
6	000101	15	6.173646905242e-08
6	000101	16	4.968354455501e-10
6	000101	17	6.075371882888e-08
6	000110	0	3.071850399263e-07
6	000110	1	3.055811306339e-05
6	000110	2	3.827538366878e-03
6	000110	3	1.839689054860e-07
6	000110	4	1.232240720167e-07
6	000110	5	3.766791805029e-03
6	000110	6	2.548715507079e-10
6	000110	7	2.456964651715e-07
6	000110	8	1.839688974889e-07
6	000110	9	1.839688974889e-07
6	000110	10	1.232230763630e-07
6	000110	11	3.766791803046e-03
6	000110	12	2.528882403561e-10
6	000110	13	2.456934942046e-07
6	000110	14	1.839649388653e-07
6	000110	15	2.991072377983e-12
6	000110	16	1.842098656661e-07
6	000110	17	6.124757895639e-08
6	000111	0	7.636586278968e-05
6	000111	1	4.580825646636e-05
6	000111	2	4.580825546277e-05
6	000111	3	4.580825646636e-05
6	000111	4	1.525065014304e-05
6	000111	5	1.525064913945e-05
6	000111	6	1.237637529475e-09
6	000111	7	1.236633942641e-09
6	000111	8	7.418058791372e-10
6	000111	9	4.580825546277e-05
6	000111	10	1.525064913945e-05
6	000111	11	1.525064813587e-05
6	000111	12	1.236633942641e-09
6	000111	13	1.235630355807e-09
6	000111	14	7.408022923030e-10
6	000111	15	7.418058791372e-10
6	000111	16	7.408022923030e-10
6	000111	17	2.459742287994e-10
6	001000	0	1.512767598438e-05
6	001000	1	1.518940454773e-05
6	001000	2	1.518940555132e-05
6	001000	3	1.232191533434e-07
6	001000	4	1.849477166959e-07
6	001000	5	1.849487202827e-07
6	001000	6	1.531139496450e-05
6	001000	7	1.531139596808e-05
6	001000	8	1.555584990490e-05
6	001000	9	2.509087696970e-10
6	001000	10	6.197947212217e-08
6	001000	11	6.198047570901e-08
6	001000	12	1.518842671992e-05
6	001000	13	1.518842772351e-05
6	001000	14	1.543288166032e-05
6	001000	15	7.447531746011e-10
6	001000	16	7.457567614352e-10
6	001000	17	2.451996935762e-07
6	001001	0	3.766791071196e-03
6	001001	1	3.766913047770e-03
6	001001	2	6.173551338390e-08
6	001001	3	3.055835701859e-05
6	001001	4	3.074132731901e-05
6	001001	5	6.223134071581e-08
6	001001	6	3.766791804050e-03
6	001001	7	1.842128685252e-07
6	001001	8	6.247330473841e-08
6	001001	9	6.247330473841e-08
6	001001	10	1.543190084994e-05
6	001001	11	2.509049781811e-10
6	001001	12	3.751482626474e-03
6	001001	13	1.224813262250e-07
6	001001	14	6.197944443516e-08
6	001001	15	6.320220718325e-08
6	001001	16	4.929006532659e-10
6	001001	17	9.847457061725e-10
6	001010	0	3.736416192226e-03
6	001010	1	3.057045267390e-07
6	001010	2	3.736661137028e-03
6	001010	3	1.834770445827e-07
6	001010	4	1.530967442706e-05
6	001010	5	3.067934690725e-05
6	001010	6	6.198937688442e-08
6	001010	7	3.766607602105e-03
6	001010	8	1.854405615595e-07
6	001010	9	6.100164066780e-08
6	001010	10	6.197847270893e-08
6	001010	11	1.844528253429e-07
6	001010	12	6.148957477542e-08
6	001010	13	3.751359904176e-03
6	001010	14	6.296120701806e-08
6	001010	15	4.974478819183e-12
6	001010	16	6.222042870264e-08
6	001010	17	1.962541716677e-09
6	001011	0	9.303676316154e-01
6	001011	1	4.568528927313e-05
6	001011	2	1.518940851432e-05
6	001011	3	4.568528927313e-05
6	001011	4	3.061983474468e-05
6	001011	5	1.531041024299e-05
6	001011	6	1.525065212632e-05
6	001011	7	1.518867267030e-05
6	001011	8	7.477161766095e-10
6	001011	9	1.518940851432e-05
6	001011	10	1.531041024299e-05
6	001011	11	1.233647077831e-09
6	001011	12	1.518867267030e-05
6	001011	13	1.512694112007e-05
6	001011	14	2.528602836183e-10
6	001011	15	7.477161766095e-10
6	001011	16	2.528602836183e-10
6	001011	17	7.889674608797e-12
6	001100	0	1.842089100138e-07
6	001100	1	3.751665849646e-03
6	001100	2	3.782161979299e-03
6	001100	3	7.467523825934e-10
6	001100	4	1.847086801991e-07
6	001100	5	1.549438207546e-05
6	001100	6	1.543215372588e-05
6	001100	7	1.549438207546e-05
6	001100	8	3.782161979299e-03
6	001100	9	3.002924257543e-12
6	001100	10	1.227282364004e-07
6	001100	11	1.543215372588e-05
6	001100	12	1.227282364004e-07
6	001100	13	1.847086801991e-07
6	001100	14	3.751665849646e-03
6	001100	15	3.002924257543e-12
6	001100	16	7.467523825934e-10
6	001100	17	1.842089100138e-07
6	001101	0	4.580628607545e-05
6	001101	1	9.303678745858e-01
6	001101	2	1.537213985761e-05
6	001101	3	1.242088252721e-07
6	001101	4	4.568454748728e-05
6	001101	5	6.297117104118e-08
6	001101	6	4.568430055324e-05
6	001101	7	1.531016730737e-05
6	001101	8	1.518940851432e-05
6	001101	9	7.477161766095e-10
6	001101	10	3.043611274587e-05
6	001101	11	6.197949999984e-08
6	001101	12	1.518891460240e-05
6	001101	13	6.222442689656e-08
6	001101	14	1.506693112709e-05
6	001101	15	2.538360726942e-10
6	001101	16	4.974431092815e-12
6	001101	17	7.397988178775e-10
6	001110	0	1.518941050953e-05
6	001110	1	4.562405157121e-05
6	001110	2	9.304286223793e-01
6	001110	3	1.237649492993e-09
6	001110	4	6.296817224459e-08
6	001110	5	6.099396999376e-05
6	001110	6	6.296717654295e-08
6	001110	7	3.049908088202e-05
6	001110	8	4.580825546277e-05
6	001110	9	7.418058791372e-10
6	001110	10	9.897038228771e-10
6	001110	11	4.568430054919e-05
6	001110	12	4.948718729791e-10
6	001110	13	1.518891760120e-05
6	001110	14	1.531138999437e-05
6	001110	15	2.002580938311e-14
6	001110	16	7.447411472362e-10
6	001110	17	7.457209507877e-10
6	001111	0	3.782162476110e-03
6	001111	1	3.782161979299e-03
6	001111	2	3.782161979299e-03
6	001111	3	3.079268019962e-07
6	001111	4	3.074299907664e-07
6	001111	5	3.074299907664e-07
6	001111	6	1.847096718701e-07
6	001111	7	1.847096718701e-07
6	001111	8	1.847096638571e-07
6	001111	9	1.847096638571e-07
6	001111	10	1.842128526274e-07
6	001111	11	1.842128526274e-07
6	001111	12	6.149253373103e-08
6	001111	13	6.149253373103e-08
6	001111	14	6.149252571808e-08
6	001111	15	3.002924257543e-12
6	001111	16	3.002924257543e-12
6	001111	17	2.994911302434e-12
6	010000	0	7.447372445912e-10
6	010000	1	7.447531746011e-10
6	010000	2	7.447531746011e-10
6	010000	3	1.524941253753e-05
6	010000	4	1.524941255346e-05
6	010000	5	1.524941255346e-05
6	010000	6	1.537213088507e-05
6	010000	7	1.537213088507e-05
6	010000	8	1.537238078211e-05
6	010000	9	7.447769741349e-10
6	010000	10	7.447929041448e-10
6	010000	11	7.447929041448e-10
6	010000	12	1.234631245077e-07
6	010000	13	1.234631245077e-07
6	010000	14	1.237130215478e-07
6	010000	15	1.518940555132e-05
6	010000	16	1.518940555132e-05
6	010000	17	1.518965544836e-05
6	010001	0	1.854365949871e-07
6	010001	1	1.846997832441e-07
6	010001	2	4.974478819183e-12
6	010001	3	3.797041991311e-03
6	010001	4	3.766668837796e-03
6	010001	5	1.227252655771e-07
6	010001	6	3.797163724925e-03
6	010001	7	1.232181142008e-07
6	010001	8	6.173646905242e-08
6	010001	9	1.847086961448e-07
6	010001	10	1.232270509964e-07
6	010001	11	2.528962534402e-10
6	010001	12	3.061811417942e-05
6	010001	13	7.457448771855e-10
6	010001	14	4.968434426408e-10
6	010001	15	3.736661137028e-03
6	010001	16	1.832291228240e-07
6	010001	17	6.100264427031e-08
6	010010	0	1.839619838925e-07
6	010010	1	9.907115830359e-10
6	010010	2	6.320220718325e-08
6	010010	3	3.736417168007e-03
6	010010	4	1.543116208676e-05
6	010010	5	3.766729573717e-03
6	010010	6	1.839629715491e-07
6	010010	7	3.766729573717e-03
6	010010	8	6.320220718325e-08
6	010010	9	6.173551338390e-08
6	010010	10	6.149060222551e-08
6	010010	11	1.839629715491e-07
6	010010	12	6.149060222551e-08
6	010010	13	1.543116208676e-05
6	010010	14	9.907115830359e-10
6	010010	15	6.173551338390e-08
6	010010	16	3.736417168007e-03
6	010010	17	1.839619838925e-07
6	010011	0	4.580628607545e-05
6	010011	1	1.242088252721e-07
6	010011	2	7.477161766095e-10
6	010011	3	9.303678745858e-01
6	010011	4	4.568454748728e-05
6	010011	5	3.043611274587e-05
6	010011	6	4.568430055324e-05
6	010011	7	1.518891460240e-05
6	010011	8	2.538360726942e-10
6	010011	9	1.537213985761e-05
6	010011	10	6.297117104118e-08
6	010011	11	6.197949999984e-08
6	010011	12	1.531016730737e-05
6	010011	13	6.222442689656e-08
6	010011	14	4.974431092815e-12
6	010011	15	1.518940851432e-05
6	010011	16	1.506693112709e-05
6	010011	17	7.397988178775e-10
6	010100	0	1.962541716677e-09
6	010100	1	6.296120701806e-08
6	010100	2	1.854405615595e-07
6	010100	3	6.222042870264e-08
6	010100	4	3.751359904176e-03
6	010100	5	3.766607602105e-03
6	010100	6	1.844528253429e-07
6	010100	7	3.067934690725e-05
6	010100	8	3.736661137028e-03
6	010100	9	4.974478819183e-12
6	010100	10	6.148957477542e-08
6	010100	11	6.198937688442e-08
6	010100	12	6.197847270893e-08
6	010100	13	1.530967442706e-05
6	010100	14	3.057045267390e-07
6	010100	15	6.100164066780e-08
6	010100	16	1.834770445827e-07
6	010100	17	3.736416192226e-03
6	010101	0	4.881780594849e-07
6	010101	1	1.549263784548e-05
6	010101	2	1.235670244391e-09
6	010101	3	1.549263784548e-05
6	010101	4	9.303071267943e-01
6	010101	5	1.524867478986e-05
6	010101	6	1.549361363423e-05
6	010101	7	2.451907926231e-07
6	010101	8	1.500667124499e-05
6	010101	9	1.235670244391e-09
6	010101	10	1.524867478986e-05
6	010101	11	2.519482466977e-10
6	010101	12	2.451907926231e-07
6	010101	13	1.224754241011e-07
6	010101	14	1.227737004016e-09
6	010101	15	1.500667124499e-05
6	010101	16	1.227737004016e-09
6	010101	17	1.500568752299e-05
6	010110	0	2.447068528694e-07
6	010110	1	1.227312629949e-07
6	010110	2	1.573660883414e-05
6	010110	3	1.524916464365e-05
6	010110	4	3.037438619367e-05
6	010110	5	9.303375002006e-01
6	010110	6	1.233651044130e-09
6	010110	7	4.574454859125e-05
6	010110	8	1.537164003957e-05
6	010110	9	7.418020405321e-10
6	010110	10	7.437892851946e-10
6	010110	11	1.524966444969e-05
6	010110	12	4.958596412475e-10
6	010110	13	1.537090618686e-05
6	010110	14	1.232171979584e-07
6	010110	15	2.479338366731e-10
6	010110	16	1.512816683774e-05
6	010110	17	1.512767498874e-05
6	010111	0	6.093151153656e-05
6	010111	1	1.854445201831e-07
6	010111	2	1.854405615595e-07
6	010111	3	3.797041995269e-03
6	010111	4	3.766607601110e-03
6	010111	5	3.766607598139e-03
6	010111	6	1.844538289455e-07
6	010111	7	1.844518456352e-07
6	010111	8	6.173646905242e-08
6	010111	9	1.847086961448e-07
6	010111	10	6.198739362225e-08
6	010111	11	6.198541031190e-08
6	010111	12	6.197947631156e-08
6	010111	13	6.197848065784e-08
6	010111	14	4.968354455501e-10
6	010111	15	6.100164066780e-08
6	010111	16	6.100163267071e-08
6	010111	17	6.075371882888e-08
6	011000	0	6.124757895639e-08
6	011000	1	1.839649388653e-07
6	011000	2	1.839688974889e-07
6	011000	3	1.842098656661e-07
6	011000	4	2.456934942046e-07
6	011000	5	2.456964651715e-07
6	011000	6	3.766791803046e-03
6	011000	7	3.766791805029e-03
6	011000	8	3.827538366878e-03
6	011000	9	2.991072377983e-12
6	011000	10	2.528882403561e-10
6	011000	11	2.548715507079e-10
6	011000	12	1.232230763630e-07
6	011000	13	1.232240720167e-07
6	011000	14	3.055811306339e-05
6	011000	15	1.839688974889e-07
6	011000	16	1.839689054860e-07
6	011000	17	3.071850399263e-07
6	011001	0	1.525064616049e-05
6	011001	1	4.574504439888e-05
6	011001	2	7.418020405321e-10
6	011001	3	4.574504439888e-05
6	011001	4	4.574578417356e-05
6	011001	5	6.271827106175e-08
6	011001	6	9.303679960764e-01
6	011001	7	3.043636464207e-05
6	011001	8	1.537164003957e-05
6	011001	9	7.418020405321e-10
6	011001	10	6.271827106175e-08
6	011001	11	2.027231592499e-12
6	011001	12	3.043636464207e-05
6	011001	13	9.916910354230e-10
6	011001	14	1.227233456522e-07
6	011001	15	1.537164003957e-05
6	011001	16	1.227233456522e-07
6	011001	17	1.235662119863e-09
6	011010	0	1.512767498874e-05
6	011010	1	1.232171979584e-07
6	011010	2	1.537164003957e-05
6	011010	3	1.512816683774e-05
6	011010	4	1.537090618686e-05
6	011010	5	4.574454859125e-05
6	011010	6	1.524966444969e-05
6	011010	7	9.303375002006e-01
6	011010	8	1.573660883414e-05
6	011010	9	2.479338366731e-10
6	011010	10	4.958596412475e-10
6	011010	11	1.233651044130e-09
6	011010	12	7.437892851946e-10
6	011010	13	3.037438619367e-05
6	011010	14	1.227312629949e-07
6	011010	15	7.418020405321e-10
6	011010	16	1.524916464365e-05
6	011010	17	2.447068528694e-07
6	011011	0	3.766791071196e-03
6	011011	1	3.055835701859e-05
6	011011	2	6.247330473841e-08
6	011011	3	3.766913047770e-03
6	011011	4	3.074132731901e-05
6	011011	5	1.543190084994e-05
6	011011	6	3.766791804050e-03
6	011011	7	3.751482626474e-03
6	011011	8	6.320220718325e-08
6	011011	9	6.173551338390e-08
6	011011	10	6.223134071581e-08
6	011011	11	2.509049781811e-10
6	011011	12	1.842128685252e-07
6	011011	13	1.224813262250e-07
6	011011	14	4.929006532659e-10
6	011011	15	6.247330473841e-08
6	011011	16	6.197944443516e-08
6	011011	17	9.847457061725e-10
6	011100	0	7.457209507877e-10
6	011100	1	1.531138999437e-05
6	011100	2	4.580825546277e-05
6	011100	3	7.447411472362e-10
6	011100	4	1.518891760120e-05
6	011100	5	3.049908088202e-05
6	011100	6	4.568430054919e-05
6	011100	7	6.099396999376e-05
6	011100	8	9.304286223793e-01
6	011100	9	2.002580938311e-14
6	011100	10	4.948718729791e-10
6	011100	11	6.296717654295e-08
6	011100	12	9.897038228771e-10
6	011100	13	6.296817224459e-08
6	011100	14	4.562405157121e-05
